ID,Name,Name_EN,Tags,Services,Availability,Description,Alternates,Keywords,Warnings
EQUIV_NO_SUN_CONSEC_MONTH,Días equivalentes sin sol durante un período de meses consecutivos,Equivalent No-Sun Days Over A Consecutive Month Period,"official,radiation","api,dav,aws",climatology,Equivalent no-sun days is the ratio of maximum solar insolation deficit over consecutive month period and the climatological averaged monthly value.,"Equivalent No-Sun Days,Zero-Insolation Equivalent Days","Equivalent No-Sun Days,Zero-Insolation Equivalent Days,Energy-Storage System Sizing",
EVLAND,Evaporación sobre tierra,Evaporation Land,"official,nrt,meteorology","api,gis,aws","hourly,daily,monthly,annual,climatology",The evaporation over land at the surface of the earth.,"Land Surface Evaporation,Terrestrial Evaporation,Land Evaporative Flux,Surface Water Evaporation over Land","Land Surface Evaporation,Terrestrial Evaporation,Land Evaporative Flux,Surface Water Evaporation over Land",
EVLAND_HR,Evaporación sobre tierra (conjunto de parámetros basado en horas),Evaporation Land (Hour-Based Parameter Set),"official,meteorology",api,"monthly,annual,climatology",This is a API only data parameter listing to provide a set of data parameters.,,,
EVPTRNS,Flujo de energía de evapotranspiración,Evapotranspiration Energy Flux,"official,nrt,meteorology","api,gis,aws","hourly,daily,monthly,annual,climatology",The evapotranspiration energy flux at the surface of the earth.,"Evapotranspiration Flux,Latent Heat Flux from ET,ET Energy Flux,Surface Evapotranspiration Energy","Evapotranspiration Flux,Latent Heat Flux from ET,ET Energy Flux,Surface Evapotranspiration Energy",
EVPTRNS_HR,Flujo de energía de evapotranspiración (conjunto de parámetros basado en horas),Evapotranspiration Energy Flux (Hour-Based Parameter Set),"official,meteorology",api,"monthly,annual,climatology",This is a API only data parameter listing to provide a set of data parameters.,,,
FROST_DAYS,Días de helada,Frost Days,"official,nrt,meteorology","api,dav,gis,aws","daily,monthly,annual,climatology",A frost day occurs when the 2m temperature cools to the dew point temperature and both are less than 0 C or 32 F.,"Number of Frost Days,Days Below Freezing,Frost Frequency,Freeze Days","Number of Frost Days,Days Below Freezing,Frost Frequency,Freeze Days,Temperature/Thermal IR Flux",
FRSEAICE,Fracción cubierta de hielo,Ice Covered Fraction,"official,nrt,meteorology","api,aws","hourly,daily,monthly,annual,climatology",The fraction of ocean covered by sea ice.,"Sea Ice Concentration,Sea Ice Area Fraction,Ocean Ice Cover Fraction,SIC","Sea Ice Concentration,Sea Ice Area Fraction,Ocean Ice Cover Fraction,SIC",
FRSNO,Fracción de cobertura de nieve sobre tierra,Land Snowcover Fraction,"official,nrt,meteorology","api,aws","hourly,daily,monthly,annual,climatology",The fraction of land covered by snow.,"Snow Cover Fraction,Fractional Snow Coverage,Snow-Covered Area Fraction,SCF","Snow Cover Fraction,Fractional Snow Coverage,Snow-Covered Area Fraction,SCF",
GWETPROF,Humedad del suelo del perfil,Profile Soil Moisture,"official,nrt,meteorology","api,dav,aws","hourly,daily,monthly,annual,climatology",The amount of water and water vapor present in the soil. Profile indicates the layer from the surface down to the bedrock. Values range from 0 for completely dry conditions to 1 for completely saturated soil.,"Full Column Soil Wetness,Soil Column Saturation Fraction,Soil Profile Wetness Index,Total Column Soil Moisture Fraction","Full Column Soil Wetness,Soil Column Saturation Fraction,Soil Profile Wetness Index,Total Column Soil Moisture Fraction,Soil Properties",
GWETROOT,Humedad del suelo en la zona radicular,Root Zone Soil Wetness,"official,nrt,meteorology","api,dav,aws","hourly,daily,monthly,annual,climatology","The amount of water and water vapor available to plants in the root zone, generally considered to be the upper 1 m of soil, expressed as the proportion of water present in a given amount of soil. Values range from 0 for completely dry conditions to 1 for completely saturated soil.","Root Zone Soil Saturation Fraction,Root Zone Wetness Index,Plant-Available Water Fraction,Root Layer Soil Wetness","Root Zone Soil Saturation Fraction,Root Zone Wetness Index,Plant-Available Water Fraction,Root Layer Soil Wetness,Soil Properties",
GWETTOP,Humedad del suelo superficial,Surface Soil Wetness,"official,nrt,meteorology","api,dav,gis,aws","hourly,daily,monthly,annual,climatology",The amount of water and water vapor present in the soil. Top indicates the upper 5 cm of soil. Values range from 0 for completely dry conditions to 1 for completely saturated soil.,"Top Layer Soil Wetness,Surface Soil Saturation Fraction,Near-Surface Soil Wetness Index,Topsoil Moisture Fraction","Top Layer Soil Wetness,Surface Soil Saturation Fraction,Near-Surface Soil Wetness Index,Topsoil Moisture Fraction,Soil Properties",
GWM_HEIGHT,Altura GWM,GWM Height,reviewing,"api,dav,aws",daily,Height above mean sea level.,"Significant Wave Height,SWH,Hs,Combined Wind Wave and Swell Height","Significant Wave Height,SWH,Hs,Combined Wind Wave and Swell Height,Humidity/Precipitation",
GWM_HEIGHT_ANOMALY,Anomalía de altura GWM,GWM Height Anomaly,reviewing,"api,aws",daily,Height anomaly with respect to mean level.,"Significant Wave Height Anomaly,SWH Anomaly,Wave Height Departure from Normal,Hs Anomaly","Significant Wave Height Anomaly,SWH Anomaly,Wave Height Departure from Normal,Hs Anomaly",
HDD0,Grados día de calefacción por debajo de 0 C,Heating Degree Days Below 0 C,"official,nrt,meteorology","api,dav,aws","daily,monthly,annual,climatology",The daily accumulation of degrees below a 0-degree-Celsius threshold when the daily mean temperature is below the threshold.,"HDD Base 0 C,Heating Degree Days Base 0","HDD Base 0 C,Heating Degree Days Base 0,DOE/ASHRAE Climate Building",
HDD18_3,Grados día de calefacción por debajo de 18.3 C,Heating Degree Days Below 18.3 C,"official,nrt,meteorology","api,dav,gis,aws","daily,monthly,annual,climatology",The daily accumulation of degrees below an 18.3-degree-Celsius threshold when the daily mean temperature is below the threshold.,"HDD Base 18.3 C,Heating Degree Days Base 65 F,HDD65,ASHRAE Heating Degree Days,Standard Heating Degree Days","HDD Base 18.3 C,Heating Degree Days Base 65 F,HDD65,ASHRAE Heating Degree Days,Standard Heating Degree Days,DOE/ASHRAE Climate Building",
H_ZONES,Zonas de rusticidad USDA,USDA Hardiness Zones,"reviewing,meteorology","api,aws",climatology,The zone by which gardeners can determine which perennial plants are most likely to thrive at a location based on annual extreme minimum temperature.,"Humidity Climate Zones,Moisture Classification Zones,ASHRAE Humidity Zone,Hygrothermal Climate Region","Humidity Climate Zones,Moisture Classification Zones,ASHRAE Humidity Zone,Hygrothermal Climate Region",
IMERG_PRECLIQUID_PROB,Probabilidad de precipitación líquida,Probability of Liquid Precipitation,"official,meteorology","api,aws",daily,Probability of liquid precipitation estimated with a diagnostic parameterization using ancillary data.,"IMERG Rain Probability,Probability of Liquid Precipitation,Rain Phase Probability,Liquid Precipitation Likelihood","IMERG Rain Probability,Probability of Liquid Precipitation,Rain Phase Probability,Liquid Precipitation Likelihood",
IMERG_PRECTOT,Precipitación total,Total Precipitation,"official,meteorology","api,dav,aws","daily,monthly,annual,climatology",The average IMERG total precipitation at the surface of the earth.,"GPM IMERG Precipitation,Satellite-Derived Precipitation,Multi-Satellite Precipitation,IMERG Rainfall Estimate","GPM IMERG Precipitation,Satellite-Derived Precipitation,Multi-Satellite Precipitation,IMERG Rainfall Estimate,Humidity/Precipitation",
IMERG_PRECTOT_COUNT,Conteo de recuperaciones de precipitación,Count of Precipitation Retrievals,"official,meteorology","api,aws",daily,The count of half-hourly precipitation retrievals where precipitation is at least 0.01 mm.,"IMERG Observation Count,Precipitation Sample Count,IMERG Valid Retrievals","IMERG Observation Count,Precipitation Sample Count,IMERG Valid Retrievals",
INSOL_CONSEC_MONTH_MIN,Insolación mínima durante un período de meses consecutivos,Minimum Insolation Over A Consecutive Month Period,"official,radiation","api,dav,aws",climatology,Minimum Available Insolation Percent is the ratio of minimum solar insolation and the climatological averaged monthly value over a consecutive month period in the given month.,"Minimum Monthly Insolation,Worst-Month Solar Resource","Minimum Monthly Insolation,Worst-Month Solar Resource,Energy-Storage System Sizing",
LWLAND,Flujo descendente de onda larga sobre tierra,Downward Longwave Flux Land,"reviewing,radiation",aws,,Net downward longwave flux over land.,"Net Longwave Radiation at Land Surface,Land Surface Net Thermal Radiation,Surface Net LW over Land,Terrestrial Net Longwave Flux","Net Longwave Radiation at Land Surface,Land Surface Net Thermal Radiation,Surface Net LW over Land,Terrestrial Net Longwave Flux",
MAX_AVAIL_INSOL_CONSEC_MONTH,Insolación disponible máxima durante un período mensual,Maximum Available Insolation Over A Month Period,"official,radiation","api,dav,aws",climatology,Maximum Available Insolation is the climatological maximum rolling sum over a month period.,"Maximum Available Monthly Insolation,Best-Month Solar Resource","Maximum Available Monthly Insolation,Best-Month Solar Resource,Energy-Storage System Sizing",
MAX_EQUIV_NO_SUN_DAYS,Máximo de días equivalentes sin sol,Maximum Equivalent No-Sun Days,"official,radiation","api,dav,aws",climatology,Maximum equivalent no sun days is the maximum or the worse no sun days among all consecutive n-day equivalent no-sun days in a particular month.,"Maximum Consecutive No-Sun Days,Worst-Case Solar Outage Duration","Maximum Consecutive No-Sun Days,Worst-Case Solar Outage Duration,Energy-Storage System Sizing",
MAX_SOLAR_DEFICIT,Déficit solar máximo,Maximum Solar Deficit,"official,radiation","api,dav,aws",climatology,Maximum Solar Deficit is the maximum or the worse solar deficit among all consecutive n-day solar insolation deficit in a particular month.,"Maximum Solar Energy Deficit,Peak Solar Shortfall,Maximum Insolation Deficit","Maximum Solar Energy Deficit,Peak Solar Shortfall,Maximum Insolation Deficit,Energy-Storage System Sizing",
MIDDAY_INSOL,Insolación incidente al mediodía,Midday Insolation Incident,"official,radiation","api,dav,gis,aws","daily,monthly,annual,climatology",The total amount of solar irradiance (direct plus diffuse) incident on a horizontal plane at the earth's surface during the solar noon hour midday period.,"Solar Noon Irradiance,Peak Solar Irradiance,Noontime Insolation,Maximum Daily Irradiance","Solar Noon Irradiance,Peak Solar Irradiance,Noontime Insolation,Maximum Daily Irradiance,Solar Fluxes and Related,Parameters for Solar Cooking",
MIDDAY_INSOL_MAX,Insolación incidente al mediodía máximo,Midday Insolation Incident Maximum,"official,radiation","api,aws","monthly,annual,climatology",The maximum total amount of solar irradiance (direct plus diffuse) incident on a horizontal plane at the earth's surface during the solar noon hour midday period.,,,
MIDDAY_INSOL_MIN,Insolación incidente al mediodía mínimo,Midday Insolation Incident Minimum,"official,radiation","api,aws","monthly,annual,climatology",The minimum total amount of solar irradiance (direct plus diffuse) incident on a horizontal plane at the earth's surface during the solar noon hour midday period.,,,
MIDDAY_INSOL_SD,Insolación incidente al mediodía desviación estándar,Midday Insolation Incident Standard Deviation,"official,radiation","api,aws","monthly,annual,climatology",The standard deviation of the total amount of solar irradiance (direct plus diffuse) incident on a horizontal plane at the earth's surface during the solar noon hour midday period.,,,
MIN_AVAIL_INSOL_CONSEC_MONTH,Insolación disponible mínima durante un período mensual,Minimum Available Insolation Over A Month Period,"official,radiation","api,dav,aws",climatology,Minimum Available Insolation is the climatological minimum rolling sum over a month period.,"Minimum Available Monthly Insolation,Lowest Monthly Solar Resource","Minimum Available Monthly Insolation,Lowest Monthly Solar Resource,Energy-Storage System Sizing",
ORIGINAL_ALLSKY_SFC_LW_DWN,Irradiancia descendente de onda larga en superficie con cielo total,All Sky Surface Longwave Downward Irradiance,"reference,radiation","api,aws",daily,The downward thermal infrared irradiance under all sky conditions reaching a horizontal plane on the surface of the earth. Also known as Horizontal Infrared Radiation Intensity from Sky.,,,
ORIGINAL_ALLSKY_SFC_SW_DIFF,Irradiancia difusa de onda corta en superficie con cielo total,All Sky Surface Shortwave Diffuse Irradiance,"reference,radiation","api,aws","hourly,daily",The diffuse (scattered from original direct path by molecules or particles) solar irradiance incident on a horizontal plane at the surface of the earth under all sky conditions.,,,
ORIGINAL_ALLSKY_SFC_SW_DIRH,Irradiancia directa horizontal de onda corta en superficie con cielo total,All Sky Surface Shortwave Direct Horizontal Irradiance,"reference,radiation","api,aws","hourly,daily",The solar irradiance incident on a horizontal plane at the surface of the earth under all sky conditions.,,,
ORIGINAL_ALLSKY_SFC_SW_DWN,Irradiancia descendente de onda corta en superficie con cielo total,All Sky Surface Shortwave Downward Irradiance,"reference,radiation","api,aws",daily,"The total solar irradiance incident (direct plus diffuse) on a horizontal plane at the surface of the earth under all sky conditions. An alternative term for the total solar irradiance is the ""Global Horizontal Irradiance"" or GHI.",,,
ORIGINAL_CLRSKY_SFC_LW_DWN,Irradiancia descendente de onda larga en superficie con cielo despejado,Clear Sky Surface Longwave Downward Irradiance,"reference,radiation","api,aws",daily,The downward thermal infrared irradiance under clear sky conditions reaching a horizontal plane on the surface of the earth. Also known as Horizontal Infrared Radiation Intensity from Sky.,,,
ORIGINAL_CLRSKY_SFC_SW_DWN,Irradiancia descendente de onda corta en superficie con cielo despejado,Clear Sky Surface Shortwave Downward Irradiance,"reference,radiation","api,aws",daily,"The total solar irradiance incident (direct plus diffuse) on a horizontal plane at the surface of the earth under clear sky conditions. An alternative term for the total solar irradiance is the ""Global Horizontal Irradiance"" or GHI.",,,
PBLTOP,Presión en el tope de la capa límite planetaria,Planetary Boundary Layer Top Pressure,"official,meteorology","api,gis,aws","hourly,daily,monthly,annual,climatology",The pressure at the top of the planet boundary layer.,"PBL Height Pressure,Boundary Layer Top Pressure,ABL Top Pressure,Mixed-Layer Top Pressure","PBL Height Pressure,Boundary Layer Top Pressure,ABL Top Pressure,Mixed-Layer Top Pressure",
PRECSNO,Precipitación de nieve,Snow Precipitation,"official,nrt,meteorology","api,aws","hourly,daily,monthly,annual,climatology",The snow precipitation at the surface of the earth.,"Snowfall Rate,Snow Precipitation Rate,Solid Precipitation Rate,Frozen Precipitation Rate","Snowfall Rate,Snow Precipitation Rate,Solid Precipitation Rate,Frozen Precipitation Rate",
PRECSNOLAND,Precipitación de nieve en tierra,Snow Precipitation Land,"official,meteorology","api,aws","hourly,daily,monthly,annual,climatology",The snow precipitation only over land at the surface of the earth.,"Land Only Snowfall,Snowfall Rate over Land Only","Land Only Snowfall,Snowfall Rate over Land Only",
PRECSNOLAND_SUM,Suma de precipitación de nieve en tierra,Snow Precipitation Land Sum,"official,meteorology","api,gis,aws","monthly,annual,climatology",The accumulated snow precipitation over land at the surface of the earth.,"Cumulative Land Snowfall,Accumulated Snowfall over Land,Total Snow Accumulation over Land","Cumulative Land Snowfall,Accumulated Snowfall over Land,Total Snow Accumulation over Land",
PRECTOT,Precipitación total,Total Precipitation,"reviewing,meteorology",aws,,The average HYDROSCS total precipitation at the surface of the earth.,Precipitation Rate,Precipitation Rate,
PRECTOTCORR,Precipitación corregida,Precipitation Corrected,"official,nrt,meteorology","api,dav,aws","hourly,daily,monthly,annual,climatology",The average MERRA-2 bias corrected total precipitation at the surface of the earth.,"Bias-Corrected Precipitation,Adjusted Total Precipitation,Gauge-Corrected Precipitation,Corrected Rainfall","Bias-Corrected Precipitation,Adjusted Total Precipitation,Gauge-Corrected Precipitation,Corrected Rainfall,Humidity/Precipitation",
PRECTOTCORR_HR,Precipitación corregida (conjunto de parámetros basado en horas),Precipitation Corrected (Hour-Based Parameter Set),"official,meteorology",api,"monthly,annual,climatology",This is a API only data parameter listing to provide a set of data parameters.,,,
PRECTOTCORR_SUM,Suma de precipitación corregida,Precipitation Corrected Sum,"official,meteorology","api,dav,gis,aws","monthly,annual,climatology",The accumulated MERRA-2 bias corrected total precipitation at the surface of the earth.,"Cumulative Corrected Precipitation,Accumulated Bias-Corrected Precipitation,Total Adjusted Precipitation Sum","Cumulative Corrected Precipitation,Accumulated Bias-Corrected Precipitation,Total Adjusted Precipitation Sum,Humidity/Precipitation",
PRMC,Humedad del suelo del perfil,Profile Soil Moisture,"reviewing,meteorology",aws,,Total profile soil moisture (0 cm to model bedrock depth).,"Full Profile Volumetric Soil Moisture,Total Column Soil Water Content,Deep Soil Moisture Content,Soil Column Moisture","Full Profile Volumetric Soil Moisture,Total Column Soil Water Content,Deep Soil Moisture Content,Soil Column Moisture",
PRMC_PRCNTL,Humedad del suelo del perfil (percentil),Profile Soil Moisture (Percentile),"reviewing,meteorology",aws,,Total profile soil moisture (0 cm to model bedrock depth; percentile units).,"Profile Moisture Percentile Rank,Full Column Soil Moisture Percentile","Profile Moisture Percentile Rank,Full Column Soil Moisture Percentile",
PS,Presión en superficie,Surface Pressure,"official,nrt,meteorology","api,dav,gis,aws","hourly,daily,monthly,annual,climatology",The atmospheric pressure at the surface of the earth.,"Station Pressure,Atmospheric Pressure at Surface,Barometric Pressure,Surface Barometric Pressure","Station Pressure,Atmospheric Pressure at Surface,Barometric Pressure,Surface Barometric Pressure,Wind/Pressure",
PSC,Presión atmosférica corregida (ajustada por la elevación del sitio),Corrected Atmospheric Pressure (Adjusted For Site Elevation),"official,meteorology",api,"hourly,daily,monthly,annual,climatology",Atmospheric pressure associated with the MERRA-2 grid has been adjusted using the hypsometric equation to account for the difference between the elevation of an underlying surface site and the average elevation of the MERRA-2 grid cell.,"Bias-Corrected Surface Pressure,Adjusted Surface Pressure,Corrected Barometric Pressure","Bias-Corrected Surface Pressure,Adjusted Surface Pressure,Corrected Barometric Pressure",
PSH,Hora solar pico,Peak Sun Hour,"official,meteorology","api,aws","daily,monthly,annual,climatology",The average intensity of solar irradiance that reaches the surface.,"Surface Pressure at Elevation,Barometric Pressure at Site Height,Elevation-Corrected Pressure","Surface Pressure at Elevation,Barometric Pressure at Site Height,Elevation-Corrected Pressure",
PS_HR,Presión en superficie (conjunto de parámetros basado en horas),Surface Pressure (Hour-Based Parameter Set),"official,meteorology",api,"monthly,annual,climatology",This is a API only data parameter listing to provide a set of data parameters.,,,
PW,Agua precipitable,Precipitable Water,"official,meteorology","api,gis,aws","hourly,daily,monthly,annual,climatology","The total atmospheric water vapor contained in a vertical column of the atmosphere, sourced from CERES.","Total Column Water Vapor,Integrated Water Vapor,Columnar Water Vapor","Total Column Water Vapor,Integrated Water Vapor,Columnar Water Vapor",
QV10M,Humedad específica a 10 metros,Specific Humidity at 10 Meters,"official,nrt,meteorology","api,aws","hourly,daily,monthly,annual,climatology",The ratio of the mass of water vapor to the total mass of air at 10 meters.,"Specific Humidity at 10m,Mixing Ratio at 10 Meters,Water Vapor Mass Fraction at 10m","Specific Humidity at 10m,Mixing Ratio at 10 Meters,Water Vapor Mass Fraction at 10m",
QV10M_HR,Humedad específica a 10 metros (conjunto de parámetros basado en horas),Specific Humidity at 10 Meters (Hour-Based Parameter Set),"official,meteorology",api,"monthly,annual,climatology",This is a API only data parameter listing to provide a set of data parameters.,,,
QV2M,Humedad específica a 2 metros,Specific Humidity at 2 Meters,"official,nrt,meteorology","api,dav,gis,aws","hourly,daily,monthly,annual,climatology",The ratio of the mass of water vapor to the total mass of air at 2 meters.,"Specific Humidity at 2m,Near-Surface Specific Humidity,Mixing Ratio at 2 Meters,Water Vapor Mass Fraction at 2m","Specific Humidity at 2m,Near-Surface Specific Humidity,Mixing Ratio at 2 Meters,Water Vapor Mass Fraction at 2m,Humidity/Precipitation",
QV2M_HR,Humedad específica a 2 metros (conjunto de parámetros basado en horas),Specific Humidity at 2 Meters (Hour-Based Parameter Set),"official,meteorology",api,"monthly,annual,climatology",This is a API only data parameter listing to provide a set of data parameters.,,,
RH2M,Humedad relativa a 2 metros,Relative Humidity at 2 Meters,"official,nrt,meteorology","api,dav,gis,aws","hourly,daily,monthly,annual,climatology","The ratio of vapor pressure to the saturation vapor pressure with respect to a plane surface of pure water, expressed in percent.","Near-Surface Relative Humidity,Ambient Relative Humidity,Screen-Level Relative Humidity,Outdoor Relative Humidity","Near-Surface Relative Humidity,Ambient Relative Humidity,Screen-Level Relative Humidity,Outdoor Relative Humidity,Humidity/Precipitation",
RH2M_HR,Humedad relativa a 2 metros (conjunto de parámetros basado en horas),Relative Humidity at 2 Meters (Hour-Based Parameter Set),"official,meteorology",api,"monthly,annual,climatology",This is a API only data parameter listing to provide a set of data parameters.,,,
RHOA,Densidad del aire en superficie,Surface Air Density,"official,nrt,meteorology","api,aws","hourly,daily,monthly,annual,climatology",The air density at surface of the earth.,"Surface Air Density,Atmospheric Density at Surface,Near-Surface Air Density,Air Density at Ground Level","Surface Air Density,Atmospheric Density at Surface,Near-Surface Air Density,Air Density at Ground Level",
RZMC,Humedad del suelo en la zona radicular,Root Zone Soil Moisture,"reviewing,meteorology",aws,,Root zone soil moisture (0-100 cm).,"Root Zone Volumetric Water Content,Root Zone Plant-Available Moisture,Subsurface Soil Moisture Content,Root Depth Water Content","Root Zone Volumetric Water Content,Root Zone Plant-Available Moisture,Subsurface Soil Moisture Content,Root Depth Water Content",
RZMC_PRCNTL,Humedad del suelo en la zona radicular (percentil),Root Zone Soil Moisture (Percentile),"reviewing,meteorology",aws,,Root zone soil moisture (0-100 cm; percentile units).,"Root Zone Moisture Percentile Rank,Root Zone Soil Wetness Percentile","Root Zone Moisture Percentile Rank,Root Zone Soil Wetness Percentile",
SFMC,Humedad del suelo superficial,Surface Soil Moisture,"reviewing,meteorology",aws,,Top layer soil moisture (0-5 cm).,"Near-Surface Volumetric Soil Moisture,Topsoil Moisture Content,Surface Layer Water Content,Shallow Soil Moisture","Near-Surface Volumetric Soil Moisture,Topsoil Moisture Content,Surface Layer Water Content,Shallow Soil Moisture",
SG_SAA_HR,Ángulo acimutal solar promedio (conjunto de parámetros basado en horas),Average Solar Azimuth Angle (Hour-Based Parameter Set),"official,solar","api,dav","monthly,annual,climatology",This is a API only data parameter listing to provide a set of data parameters.,,Solar Fluxes and Related,
SG_SZA_HR,Ángulo cenital solar promedio (conjunto de parámetros basado en horas),Average Solar Zenith Angle (Hour-Based Parameter Set),"official,solar",api,"monthly,annual,climatology",This is a API only data parameter listing to provide a set of data parameters.,,,
SI_TILTED_AVG,Irradiancia solar promedio para superficies inclinadas orientadas al ecuador (conjunto de parámetros),Average Solar Irradiance for Equator Facing Tilted Surfaces (Parameter Set),"official,radiation","api,dav",climatology,This is a API only data parameter listing to provide a set of data parameters.,,"Parameters for Tilted PV Panels,Solar Fluxes and Related",
SI_TILTED_AVG_HORIZONTAL,Irradiancia solar para superficie horizontal orientada al ecuador,Solar Irradiance for Equator Facing Horizontal Surface,"official,radiation",api,climatology,Solar Irradiance incident on an equator facing surface tilted at a 0 degree angle (horizontal plane).,"Plane of Array Irradiance, Horizontal (POA),Global Tilted Irradiance at 0 Degrees (GTI)","Plane of Array Irradiance, Horizontal (POA),Global Tilted Irradiance at 0 Degrees (GTI),Tilted Surfaces",
SI_TILTED_AVG_LATITUDE,Irradiancia solar para inclinación según la latitud orientada al ecuador,Solar Irradiance for Equator Facing Latitude Tilt,"official,radiation",api,climatology,Solar Irradiance incident on an equator facing surface tilted at the latitude angle.,"Plane of Array Irradiance at Latitude Tilt (POA),Global Tilted Irradiance at Latitude (GTI)","Plane of Array Irradiance at Latitude Tilt (POA),Global Tilted Irradiance at Latitude (GTI),Tilted Surfaces",
SI_TILTED_AVG_OPTIMAL,Irradiancia solar óptima,Solar Irradiance Optimal,"official,radiation",api,climatology,An equator facing surface tilted at the optimum angle receives the optimum (maximum) solar irradiance. The monthly climatology values are the average for each month over the time period given in the header section of the data file.,"Plane of Array Irradiance at Optimal Tilt (POA),Maximum Fixed-Tilt Irradiance,Global Tilted Irradiance at Optimal Angle (GTI)","Plane of Array Irradiance at Optimal Tilt (POA),Maximum Fixed-Tilt Irradiance,Global Tilted Irradiance at Optimal Angle (GTI),Tilted Surfaces",
SI_TILTED_AVG_OPTIMAL_ANG,Ángulo óptimo de irradiancia solar,Solar Irradiance Optimal Angle,"official,radiation",api,climatology,The tilted surface angle which gives the optimum (maximum) solar irradiance incident on an equator facing surface. The monthly climatology values are the average for each month over the time period given in the header section of the data file.,"Optimal Fixed-Tilt Angle,Best Tilt Angle for Solar Panels,Optimum Array Tilt","Optimal Fixed-Tilt Angle,Best Tilt Angle for Solar Panels,Optimum Array Tilt,Tilted Surfaces",
SI_TILTED_AVG_OPTIMAL_ANG_ORT,Orientación de superficie inclinada para irradiancia solar,Solar Irradiance Tilted Surface Orientation,"official,radiation",api,climatology,The north/south direction of the tilted surface (0 being south; 1 being north).,"Optimal Tilt and Azimuth Angle,Best Fixed Array Orientation,Optimum Tilt and Orientation","Optimal Tilt and Azimuth Angle,Best Fixed Array Orientation,Optimum Tilt and Orientation,Tilted Surfaces",
SI_TILTED_AVG_VERTICAL,Irradiancia solar para superficie vertical orientada al ecuador,Solar Irradiance for Equator Facing Vertical Surface,"official,radiation",api,climatology,Solar Irradiance incident on an equator facing surface tilted at a 90 degree angle (vertical surface).,"Vertical Surface Irradiance,Facade Solar Irradiance,Plane of Array (POA) Irradiance at 90 Degree Tilt,Building Facade Insolation","Vertical Surface Irradiance,Facade Solar Irradiance,Plane of Array (POA) Irradiance at 90 Degree Tilt,Building Facade Insolation,Tilted Surfaces",
SI_TILTED_MAX,Irradiancia solar máxima para superficies inclinadas orientadas al ecuador (conjunto de parámetros),Maximum Solar Irradiance for Equator Facing Tilted Surfaces (Parameter Set),"official,radiation","api,dav",climatology,This is a API only data parameter listing to provide a set of data parameters.,,Parameters for Tilted PV Panels,
SI_TILTED_MAX_HORIZONTAL,Irradiancia solar máxima para superficie horizontal orientada al ecuador,Maximum Solar Irradiance for Equator Facing Horizontal Surface,"official,radiation",api,climatology,Maximum Solar Irradiance incident on an equator facing surface tilted at a 0 degree angle (horizontal plane).,,Tilted Surfaces,
SI_TILTED_MAX_LATITUDE,Irradiancia solar máxima para inclinación según la latitud orientada al ecuador,Maximum Solar Irradiance for Equator Facing Latitude Tilt,"official,radiation",api,climatology,Maximum Solar Irradiance incident on an equator facing surface tilted at latitude angle.,,Tilted Surfaces,
SI_TILTED_MAX_OPTIMAL,Irradiancia solar óptima máxima,Maximum Solar Irradiance Optimal,"official,radiation",api,climatology,The maximum solar irradiance incident on an equator facing surface is obtained with the surface tilted at the optimal angle. The monthly climatology values are the average for each month over the time period given in the header section of the data file.,,Tilted Surfaces,
SI_TILTED_MAX_OPTIMAL_ANG,Ángulo óptimo máximo de irradiancia solar,Maximum Solar Irradiance Optimal Angle,"official,radiation",api,climatology,The tilted surface angle in which the maximum solar irradiance incident on an equator facing surface is obtained. The monthly climatology values are the average for each month over the time period given in the header section of the data file.,,Tilted Surfaces,
SI_TILTED_MAX_OPTIMAL_ANG_ORT,Orientación máxima de superficie inclinada para irradiancia solar,Maximum Solar Irradiance Tilted Surface Orientation,"official,radiation",api,climatology,The north/south direction of the tilted surface (0 being south; 1 being north).,,Tilted Surfaces,
SI_TILTED_MAX_VERTICAL,Irradiancia solar máxima para superficie vertical orientada al ecuador,Maximum Solar Irradiance for Equator Facing Vertical Surface,"official,radiation",api,climatology,Maximum Solar Irradiance incident on an equator facing surface tilted at a 90 degree angle (vertical surface).,,Tilted Surfaces,
SI_TILTED_MIN,Irradiancia solar mínima para superficies inclinadas orientadas al ecuador (conjunto de parámetros),Minimum Solar Irradiance for Equator Facing Tilted Surfaces (Parameter Set),"official,radiation","api,dav",climatology,This is a API only data parameter listing to provide a set of data parameters.,,Parameters for Tilted PV Panels,
SI_TILTED_MIN_HORIZONTAL,Irradiancia solar mínima para superficie horizontal orientada al ecuador,Minimum Solar Irradiance for Equator Facing Horizontal Surface,"official,radiation",api,climatology,Minimum Solar Irradiance incident on an equator facing surface tilted at a 0 degree angle (horizontal plane).,,Tilted Surfaces,
SI_TILTED_MIN_LATITUDE,Irradiancia solar mínima para inclinación según la latitud orientada al ecuador,Minimum Solar Irradiance for Equator Facing Latitude Tilt,"official,radiation",api,climatology,Minimum Solar Irradiance incident on an equator facing surface tilted at the latitude angle.,,Tilted Surfaces,
SI_TILTED_MIN_OPTIMAL,Irradiancia solar óptima mínima,Minimum Solar Irradiance Optimal,"official,radiation",api,climatology,The minimum solar irradiance incident on an equator facing surface is obtained with the surface tilted at the optimal angle. The monthly climatology values are the average for each month over the time period given in the header section of the data file.,,Tilted Surfaces,
